Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,LOG,Arena,Notes
Tue Jan 30 2024,10:00p,Philadelphia 76ers,107,Golden State Warriors,119,Box Score,,18064,2:22,Chase Center,
Wed Jan 31 2024,7:00p,Chicago Bulls,117,Charlotte Hornets,110,Box Score,,13712,2:09,Spectrum Center,
Wed Jan 31 2024,7:00p,Detroit Pistons,121,Cleveland Cavaliers,128,Box Score,,19432,2:13,Rocket Mortgage Fieldhouse,
Wed Jan 31 2024,7:00p,Los Angeles Clippers,125,Washington Wizards,109,Box Score,,17201,2:06,Capital One Arena,
Wed Jan 31 2024,7:30p,Sacramento Kings,106,Miami Heat,115,Box Score,,19600,2:06,Kaseya Center,
Wed Jan 31 2024,8:00p,New Orleans Pelicans,110,Houston Rockets,99,Box Score,,18055,2:14,Toyota Center,
Wed Jan 31 2024,8:00p,Dallas Mavericks,87,Minnesota Timberwolves,121,Box Score,,18024,2:11,Target Center,
Wed Jan 31 2024,8:00p,Denver Nuggets,100,Oklahoma City Thunder,105,Box Score,,16723,2:16,Paycom Center,
Wed Jan 31 2024,8:00p,Orlando Magic,108,San Antonio Spurs,98,Box Score,,17081,2:11,Frost Bank Center,
Wed Jan 31 2024,8:30p,Phoenix Suns,136,Brooklyn Nets,120,Box Score,,17732,2:22,Barclays Center,
Wed Jan 31 2024,10:00p,Milwaukee Bucks,116,Portland Trail Blazers,119,Box Score,,19335,2:24,Moda Center,
